source,target,Weight,piece_count
"F:5","C:maj",8,2
"F:7","Bb:min",8,3
"F:7","C:min",8,2
"F:7","G:min",8,2
"F:maj","Bb:maj/3",8,1
"F:maj","F:sus2",8,2
"F:maj(9)","E:min",8,1
"F:maj(9)","F:sus4",8,1
"F:maj/5","Bb:maj",8,2
"F:maj/5","F:maj",8,1
"F:maj6","F:maj7",8,2
"F:min","Bb:min/5",8,1
"F:min6/5","C:maj7",8,1
"F:min7","Ab:maj7",8,2
"F:min7","Eb:maj",8,2
"F:min7","Eb:sus4",8,1
"F:min9","Bb:maj",8,1
"F:min9","Bb:sus4(b7,9)",8,1
"F:sus4","Bb:maj",8,1
"G#:maj/b2","A:maj",8,1
"G#:min","A:maj",8,3
"G#:min","F#:maj",8,2
"G#:min","F#:maj/2",8,1
"G#:min(11)","C#:min",8,1
"G:5/4","G:5",8,1
"G:7/3","A:min7",8,1
"G:maj","Ab:maj/7",8,1
"G:maj","Bb:maj6",8,1
"G:maj","C:maj/3",8,2
"G:maj","E:sus4(b7)",8,3
"G:maj(9)","B:min7",8,3
"G:maj(9)","E:min9",8,1
"G:maj(9)/5","D:maj",8,1
"G:maj/4","A:min/b3",8,1
"G:maj/4","C:min7",8,1
"G:maj7","A:maj6",8,2
"G:min7(11)","C:maj(11)",8,1
"Gb:maj","Ab:sus4(b7,9)",8,2
"Gb:maj","Ab:sus4/5",8,1
"Gb:min","Ab:maj",8,1
"A:(11)","D:5",7,1
"A:11","A:maj",7,2
"A:5(b7)/3","A:5(b7)/b7",7,1
"A:5/6","B:5/5",7,1
"A:7(b9)","A:7",7,1
"A:7/5","A:7",7,1
"A:maj","B:min/b7",7,1
"A:maj","F:maj9",7,1
"A:maj","G#:maj/b2",7,1
"A:maj/b7","A:maj/6",7,3
"A:maj6","D:maj/5",7,1
"A:maj7","A:7",7,2
"A:maj7","A:maj6",7,2
"A:min","Ab:maj",7,2
"A:min","D:sus4",7,1
"A:min7","G:maj(9)/3",7,2
"A:sus4(b7,9)","A:maj",7,2
"Ab:1/1","Ab:9",7,1
"Ab:7","Ab:min7",7,1
"Ab:maj","Ab:maj/7",7,2
"Ab:maj","C:5",7,2
"Ab:maj","Db:maj(9)/5",7,1
"Ab:maj6","Ab:maj7",7,2
"Ab:maj7","Bb:maj/b7",7,2
"Ab:maj7/2","Bb:maj",7,1
"Ab:maj9","Bb:maj",7,1
"Ab:sus2","G:min7",7,1
"B:13","E:maj6",7,1
"B:5","F#:min",7,1
"B:5/5","F#:min",7,1
"B:7/b7","E:maj",7,1
"B:maj","E:maj(11)",7,1
"B:maj","F#:min7",7,4
"B:maj7","B:min7",7,1
"B:min","E:sus4",7,1
"B:min","F#:maj",7,2
"B:min/b7","B:dim/b7",7,1
"B:min7","C#:min7",7,2
"B:min7","E:maj7",7,1
"B:min7","E:sus4(b7)",7,3
"B:min7/4","E:maj",7,1
"Bb:7","Ab:sus2",7,1
"Bb:dim","A:min(9)",7,1
"Bb:maj","Bb:min",7,4
"Bb:maj","C:maj7",7,1
"Bb:maj","C:sus4(b7)",7,3
"Bb:maj","Eb:min7",7,3
"Bb:maj/2","F:sus4/5",7,1
"Bb:maj/b7","G:min7",7,3
"Bb:maj6","Bb:maj",7,2
"Bb:maj7","C:maj",7,3
"Bb:maj7","C:maj/4",7,1
"Bb:min","Bb:sus4(b7)/b7",7,1
"Bb:min","Gb:maj",7,3
"Bb:min7","Cb:maj7",7,2
"Bb:min9","Eb:sus4(b7,9)",7,2
"Bb:sus4(b7)/b7","Gb:maj7",7,1
"C#:7(b9)/3","F#:min7",7,1
"C#:min7","A:maj/2",7,1
"C:1/1","B:1/1",7,2
"C:7","G:min7",7,1
"C:9(13,#11)","B:9",7,1
"C:maj","C:maj/5",7,4
"C:maj","Eb:dim",7,2
"C:maj","G:maj6/3",7,1
"C:maj/4","C:maj",7,1
"C:sus4(b7)","F:maj",7,4
"Cb:maj","Db:maj",7,2
"D:1/1","E:hdim7/b7",7,1
"D:5","D:maj",7,2
"D:5","F:5",7,1
"D:7","C:maj/5",7,2
"D:7","D:sus4(b7)/5",7,1
"D:maj","Eb:maj",7,7
"D:maj","G:maj(9)/5",7,1
"D:maj","G:maj/3",7,2
"D:maj(9)","F#:min11",7,1
"D:maj/4","G:maj",7,3
"D:maj6","G:maj7",7,1
"D:maj6/3","E:min7",7,1
"D:min7","G:maj6/b5",7,1
"D:sus4(b7)/5","D:7",7,1
"Db:7/3","Ab:7",7,1
"Db:7/3","Gb:maj(9)",7,1
"Db:maj","Gb:7",7,4
"Db:maj(9)/5","Ab:maj",7,1
"Db:maj(9)/5","Eb:maj/4",7,1
"Db:maj/5","Eb:sus4(b7)",7,1
"E:7","A:sus4(b7,9)",7,2
"E:7","F#:min",7,2
"E:9","C#:min7",7,1
"E:maj","A:5",7,2
"E:maj","E:sus4",7,4
"E:maj","Eb:7",7,1
"E:maj/5","A:maj",7,2
"E:maj/5","E:maj",7,3
"E:maj6","C#:7(b9)/3",7,1
"E:min","A:sus4(b7)",7,2
"E:min","G:maj/5",7,2
"E:min/b7","A:min",7,1
"E:min7","C:maj13",7,1
"E:min7","E:min",7,2
"E:min7","G:maj7",7,2
"E:sus4(b7)","F:dim",7,1
"Eb:7","Db:7",7,1
"Eb:maj","Eb:min",7,4
"Eb:maj","Eb:sus4",7,3
"Eb:maj","F:min7",7,3
"Eb:maj/4","Db:maj(9)/5",7,1
"Eb:maj/5","Bb:maj7",7,1
"Eb:min11","B:maj",7,1
"Eb:sus4","Eb:7",7,1
"F#:7","F#:maj",7,3
"F#:7","G:maj",7,2
"F#:maj","B:min",7,3
"F#:maj","D:maj",7,5
"F#:maj","G:maj",7,3
"F#:min","A:5/6",7,1
"F#:min11","G:maj6",7,1
"F#:sus4","A:maj",7,1
"F:7","Ab:maj",7,2
"F:7","D:min",7,1
"F:maj","A:7",7,4
"F:maj","C:min7",7,2
"F:maj","E:5(b7)",7,1
"F:maj(9)","G:maj",7,2
"F:maj/2","F:min7",7,1
"F:maj/3","G:maj/3",7,2
"F:maj9","E:min7(11)",7,1
"F:min7","F:maj/2",7,1
"F:sus4/5","Bb:maj/2",7,1
"G#:7","C#:min",7,1
"G#:maj","E:maj",7,2
"G#:min","E:maj",7,2
"G:1/1","F:1/1",7,3
"G:5","A:min",7,1
"G:7","F:7",7,2
"G:maj","C:maj9",7,2
"G:maj","E:min11",7,2
"G:maj","F#:sus4(b7)",7,3
"G:maj(9)","F#:min7",7,3
"G:maj/3","A:maj",7,5
"G:maj/3","C:maj7",7,1
"G:maj/3","G:maj",7,4
"G:maj6/3","Bb:dim",7,1
"G:maj6/b5","C:maj9",7,1
"G:maj7","C:9(13,#11)",7,1
"G:maj7","D:maj6",7,1
"G:maj7","D:maj6/3",7,1
"G:min7","C:11",7,1
"G:sus4","A:min",7,3
"G:sus4(b7,9)","Ab:maj9",7,1
"Gb:maj","F:sus4(b7,9)",7,1
"Gb:maj(9)","Db:7/3",7,1
"Gb:maj13","F:min7",7,1
"Gb:maj7","F:min7",7,3
"Gb:maj7","F:sus4(b7)",7,1
"A:11","F#:min7",6,1
"A:5","B:maj/b7",6,1
"A:5","G:1/1",6,2
"A:7/3","D:min",6,2
"A:9","E:maj/3",6,1
"A:maj","A:min",6,3
"A:maj","D:maj7",6,4
"A:maj","E:min9",6,1
"A:maj","E:sus4(9)",6,1
"A:maj","F#:min11",6,1
"A:maj(9)","B:maj",6,2
"A:maj/5","C:maj",6,1
"A:maj/5","D:maj",6,2
"A:maj6","E:maj",6,2
"A:maj7","A:maj",6,1
"A:maj7(#11)","C#:min9",6,1
"A:maj9","B:maj/b7",6,1
"A:maj9","B:maj6",6,1
"A:min","F:maj/5",6,2
"A:min(9)","D:7",6,1
"A:min/b7","D:maj/3",6,2
"A:min7","A:min",6,2
"A:min7","E:min",6,1
"A:min7","G:min9",6,1
"A:min7/4","F:sus4(b7,9)",6,1
"Ab:7","A:7",6,1
"Ab:7","A:dim",6,1
"Ab:7","Gb:maj",6,2
"Ab:maj","Ab:maj/3",6,1
"Ab:maj","Bb:maj/3",6,1
"Ab:maj","E:maj",6,1
"Ab:maj/5","Eb:maj",6,3
"Ab:min","Db:7",6,2
"Ab:min","G:min",6,1
"Ab:min7","Ab:min9",6,1
"Ab:min7","Gb:maj",6,2
"B:9","E:maj6",6,1
"B:maj","B:min/b3",6,1
"B:maj","C#:7",6,1
"B:maj","C:5",6,1
"B:maj","D#:min",6,2
"B:maj","E:1/1",6,3
"B:maj","E:5",6,2
"B:maj","E:min7",6,3
"B:maj6","A:5",6,1
"B:maj7","E:maj",6,2
"B:maj7","G:maj9",6,1
"B:min","F#:min/4",6,1
"B:min","G:11",6,1
"B:min","G:maj/3",6,1
"B:min/6","B:min/4",6,1
"B:min/b3","C:maj7",6,1
"B:min/b3","E:maj",6,1
"B:min/b7","B:min/6",6,1
"Bb:7","Gb:maj6",6,1
"Bb:maj","A:7(b9)",6,1
"Bb:maj","D:7",6,2
"Bb:maj","D:maj",6,4
"Bb:maj","F:5",6,1
"Bb:maj","F:maj7/3",6,1
"Bb:maj","F:sus2",6,1
"Bb:maj/2","F:maj",6,1
"Bb:maj/3","C:min",6,3
"Bb:maj/3","Db:dim",6,2
"Bb:maj/3","Db:maj",6,1
"Bb:maj/b7","Ab:maj",6,1
"Bb:maj7","A:min",6,1
"Bb:maj7","Bb:maj6",6,2
"Bb:maj7","Eb:min/5",6,1
"Bb:maj7","F:maj",6,3
"Bb:maj9","A:min7",6,2
"Bb:maj9","Bb:maj6",6,1
"Bb:min","C:7",6,2
"Bb:min","Eb:min11",6,1
"Bb:min","F:maj",6,4
"Bb:min7","Ab:maj/3",6,1
"Bb:sus4","F:maj",6,1
"Bb:sus4(b7,9)","Eb:min11",6,1
"C#:(b3,b7,11,9)","F#:7",6,1
"C#:9","D:min7",6,1
"C#:maj","B:maj",6,3
"C#:min","C#:min(9)",6,1
"C#:min/b7","B:sus4(b7)",6,1
"C#:min7","A:maj",6,4
"C#:min9","C#:min9/b7",6,1
"C#:sus4(b7)","C#:min7",6,1
"C:(11)","D:(11)",6,1
"C:1/1","C:maj",6,3
"C:5","Bb:5",6,3
"C:5","C:maj",6,4
"C:7","Db:maj",6,2
"C:7/3","C:sus4(b7)",6,1
"C:7/6","A:min",6,1
"C:hdim7","F:7",6,1
"C:maj","A:min7/4",6,1
"C:maj","B:1/1",6,2
"C:maj","C:1/1",6,3
"C:maj","C:maj/2",6,2
"C:maj","C:sus4(b7,9)",6,2
"C:maj","D:min11",6,2
"C:maj","F:maj7",6,3
"C:maj","G:min9",6,2
"C:maj","G:sus4",6,3
"C:maj(9)/3","E:min7",6,1
"C:maj/3","D:sus4(b7,9)",6,1
"C:maj/5","Bb:maj/5",6,2
"C:maj/7","G:maj",6,1
"C:maj6","G:maj",6,2
"C:maj6(9)","D:maj",6,1
"C:maj7","A:min",6,2
"C:maj7","C:min7",6,1
"C:maj9","D:maj7",6,1
"C:min","F:maj",6,3
"C:min","F:min7/5",6,2
"C:min7","D:7",6,1
"C:sus4(b7,9)","D:min7",6,1
"Cb:maj","Db:maj/b7",6,1
"D:1/1","G:maj/5",6,1
"D:5","Bb:5",6,1
"D:7","Bb:maj",6,2
"D:7","D:7/5",6,2
"D:7","D:7/b7",6,1
"D:7","D:min7",6,3
"D:7","G:min7",6,3
"D:hdim7","C:7/3",6,1
"D:maj","A:7/5",6,1
"D:maj","B:7/3",6,1
"D:maj","B:min9",6,1
"D:maj","Bb:9",6,1
"D:maj","C#:min",6,1
"D:maj","D#:dim",6,2
"D:maj","E:sus4(b7,9)",6,1
"D:maj","G:5",6,1
"D:maj(9)","A:min7",6,1
"D:maj/3","E:maj/3",6,2
"D:maj/3","F:maj",6,2
"D:maj/4","G:sus4",6,1
"D:maj/b7","G:maj",6,2
"D:maj7","C:maj(#11)",6,1
"D:maj7","C:maj9",6,1
"D:min","D:min/b7",6,3
"D:min/5","G:maj",6,1
"D:min11","A:min",6,1
"D:min11","G:maj",6,2
"D:min6","Bb:maj/3",6,1
"D:min7","A:min",6,2
"D:min7","D:hdim7",6,1
"D:min7","D:min7/4",6,1
"D:min7","G:min",6,1
"D:min7/b7","C:maj9",6,1
"D:min9","E:min7",6,1
"D:sus4(b7,9)","D:maj",6,1
"D:sus4(b7,9)","E:sus4(b7,9)",6,1
"D:sus4(b7,9)","Eb:maj9",6,1
"D:sus4(b7,9)","G:sus4(9)",6,1
"Db:7","Eb:maj",6,1
"Db:maj","Bb:7",6,3
"Db:maj","Cb:maj",6,1
"Db:maj","Db:sus4(b7,9)",6,1
"Db:maj/3","Eb:min/b3",6,1
"Db:maj/b7","Cb:maj",6,1
"Db:maj7","Ab:maj",6,2
"Db:sus4(b7,9)","Db:maj",6,1
"E:5","F#:5",6,1
"E:5(b7)","F:maj",6,1
"E:7","E:7/3",6,2
"E:7/b7","A:maj/3",6,1
"E:hdim7/b7","D:1/1",6,1
"E:maj","B:min/4",6,1
"E:maj","D:maj7",6,2
"E:maj","E:maj/2",6,1
"E:maj","G#:min7",6,2
"E:maj/2","B:maj",6,1
"E:maj7","E:min7",6,1
"E:min","B:7",6,2
"E:min","E:minmaj7/5",6,1
"E:min(9)","G:maj",6,1
"E:min/b3","A:maj",6,3
"E:min/b3","C:maj",6,1
"E:min/b7","C:maj",6,2
"E:min11","C:maj(9)/3",6,1
"E:min7","A:maj/2",6,1
"E:min7","B:maj7",6,1
"E:min7","D:sus4(b7,9)",6,1
"E:min7","E:min11",6,1
"E:min7(11)","G:maj(9)",6,1
"E:min9","D:maj7",6,1
"E:minmaj7/5","E:min7",6,1
"E:sus4","E:5",6,1
"E:sus4(b7,9)","A:min7",6,1
"Eb:5","F:5",6,2
"Eb:7","Bb:7/5",6,1
"Eb:7(#9)","F:7",6,1
"Eb:7/3","Ab:sus4(b7)",6,1
"Eb:dim","D:min7",6,2
"Eb:hdim7/b7","Db:maj",6,1
"Eb:maj","Ab:min",6,3
"Eb:maj","D:min7",6,3
"Eb:maj","Db:maj(9)",6,2
"Eb:maj(9)","F:maj(9)",6,1
"Eb:maj/5","Ab:maj/2",6,2
"Eb:maj/b7","C:min7",6,2
"Eb:maj13","Bb:maj7",6,1
"Eb:maj7","Eb:maj6",6,2
"Eb:maj7","F:7",6,2
"Eb:maj9","Cb:maj",6,1
"Eb:maj9","D:sus4(b7,9)",6,1
"Eb:min","B:maj",6,1
"Eb:min","F:5",6,1
"Eb:min(b13)","Eb:min6",6,1
"Eb:min/b3","Eb:7/3",6,1
"Eb:min/b7","Eb:hdim7/b7",6,1
"Eb:min6","Eb:min7",6,1
"Eb:min7","Ab:7/b7",6,1
"Eb:min7","Db:maj/3",6,1
"Eb:min7","Eb:maj9",6,1
"Eb:sus4","C:hdim7",6,1
"F#:1/1","G#:1/1",6,1
"F#:5","D:5",6,1
"F#:hdim7","B:7",6,1
"F#:maj","F:maj",6,2
"F#:min","B:sus4(b7,9)",6,1
"F#:min","F#:min(b13)",6,1
"F#:min(b13)","F#:min",6,1
"F#:min/4","B:min",6,1
"F#:min/b7","E:min7",6,1
"F#:min11","D:maj",6,1
"F#:min7","D:maj",6,4
"F#:min7","E:sus2(b7)",6,1
"F#:sus4(b7,9)","G#:sus4(b7,9)",6,1
"F:5","Ab:maj",6,1
"F:5","Gb:5",6,2
"F:7","Bb:sus4(b7,9)",6,1
"F:7","F:maj/3",6,1
"F:maj","Eb:maj/5",6,2
"F:maj","F:maj/b7",6,1
"F:maj","G:min/4",6,1
"F:maj/2","G#:dim",6,1
"F:maj/3","Bb:maj9",6,1
"F:maj/3","Bb:sus4",6,1
"F:maj/b7","D:maj",6,1
"F:maj7","F:7",6,1
"F:maj7","F:maj/2",6,1
"F:maj7","G:min7/2",6,1
"F:maj7/3","G:min",6,1
"F:maj9","D:hdim7",6,1
"F:maj9","G:maj(9)",6,1
"F:maj9","G:maj/b7",6,1
"F:min","Gb:maj",6,1
"F:min7/5","C:min",6,1
"F:sus4","A:min",6,1
"G#:1/1","C#:1/1",6,1
"G#:dim","A:min7",6,1
"G#:min","D#:min",6,2
"G#:min7","C#:7",6,2
"G#:min7","D:maj7",6,1
"G#:min7","F#:maj/2",6,1
"G#:min7","F#:sus4",6,1
"G:11","C:maj7",6,1
"G:5","D:min",6,1
"G:7","C:maj(9)",6,2
"G:7","G:maj",6,2
"G:maj","A:5",6,3
"G:maj","Bb:maj/5",6,1
"G:maj","E:min(9)",6,1
"G:maj","G:maj/7",6,2
"G:maj","G:sus4(b7)",6,1
"G:maj(9)","D:maj",6,2
"G:maj/2","A:min7",6,1
"G:maj/2","F:maj9",6,1
"G:maj/b7","F:maj9",6,1
"G:maj6","D:maj(9)",6,1
"G:maj6","G:min6",6,1
"G:maj7","A:min7",6,1
"G:maj9","B:maj7",6,1
"G:min","Bb:11",6,1
"G:min/4","F:maj",6,1
"G:min/5","C:min",6,1
"G:min6","B:min7",6,1
"G:min7","C:maj/5",6,2
"G:min7/4","F:maj",6,1
"G:min7/5","F:min9",6,1
"G:sus4(9)","A:min7",6,2
"G:sus4(b7)","A:min/b7",6,1
"G:sus4(b7)","G:maj",6,1
"G:sus4(b7)/4","C:min",6,1
"Gb:1/1","Eb:maj",6,1
"Gb:1/1","F:1/1",6,3
"Gb:maj","E:maj",6,1
"Gb:maj","F:min",6,3
"Gb:maj/5","Ab:maj",6,1
"Gb:maj6","Db:7",6,1
"Gb:maj9","Cb:7(#11)",6,1
"A:1/1","E:min7",5,1
"A:11","D:maj7",5,2
"A:5","C:maj",5,1
"A:7","D:maj6",5,1
"A:7","D:min7",5,4
"A:7","G:maj7",5,1
"A:7/3","B:min7",5,1
"A:7/5","A:7/3",5,2
"A:7/5","D:maj/3",5,1
"A:dim","Eb:maj",5,1
"A:maj","A:11",5,2
"A:maj","A:sus4(b7)",5,2
"A:maj","B:sus4(b7,9)",5,1
"A:maj","D:min6",5,1
"A:maj","D:sus2",5,1
"A:maj(9)","B:min",5,2
"A:maj(9)","E:maj/4",5,1
"A:maj6","B:min7",5,2
"A:min","B:min/b7",5,1
"A:min","E:min/b3",5,2
"A:min/6","A:min/b6",5,1
"A:min11","A:min7",5,1
"A:min7","Bb:1/1",5,1
"A:min7","C:sus4(b7,9,13)",5,1
"A:min7","D:7/b4",5,1
"A:sus2(b7)","D:maj6(9)/5",5,1
"A:sus4(b7,9)","B:min",5,1
"Ab:(b7)","Db:(b7)",5,1
"Ab:1/1","Ab:7",5,1
"Ab:1/1","Gb:1/1",5,2
"Ab:7","G:7",5,2
"Ab:7/4","Db:maj",5,2
"Ab:7/4","Db:maj7",5,1
"Ab:7/b7","Eb:min7",5,1
"Ab:9","Db:maj",5,1
"Ab:maj","Ab:sus4",5,1
"Ab:maj","C:7",5,2
"Ab:maj","Db:min",5,1
"Ab:maj","Db:sus4",5,1
"Ab:maj","F:7",5,2
"Ab:maj(9)","Bb:maj",5,2
"Ab:maj/3","Ab:7/4",5,1
"Ab:maj/3","Db:maj7",5,1
"Ab:maj/3","Gb:maj",5,1
"Ab:maj7","Ab:maj6",5,2
"Ab:min","Db:min",5,2
"Ab:min11","Ab:min9",5,1
"Ab:min9","Eb:min13",5,1
"Ab:sus2(b7)","Bb:maj",5,1
"Ab:sus4(b7)","Db:maj(9)",5,1
"B:1/1","A:min",5,2
"B:5","E:5",5,3
"B:7","B:aug(b7)/3",5,1
"B:7","Bb:7",5,2
"B:aug(b7)/3","E:min7",5,1
"B:dim/b7","A:maj",5,1
"B:maj","A:min",5,1
"B:maj","B:sus4(b7,9)",5,2
"B:maj","C#:min7",5,2
"B:maj","F#:maj/3",5,1
"B:maj/3","F#:maj/6",5,1
"B:min","B:7",5,1
"B:min","E:7",5,2
"B:min","F#:min7",5,2
"B:min/5","F#:maj",5,1
"B:min/b7","C:maj/6",5,1
"B:min/b7","E:9/3",5,1
"B:min7","A:11",5,1
"B:min7","B:min",5,3
"B:min7","C:maj",5,2
"B:min7","D:sus4(b7,9)",5,2
"B:min7/b7","C#:7",5,1
"B:sus4(b7)","E:maj7",5,1
"Bb:1/1","A:1/1",5,1
"Bb:1/1","G:1/1",5,3
"Bb:5","C:5",5,3
"Bb:9","D:maj",5,1
"Bb:maj","Ab:7",5,2
"Bb:maj","B:dim",5,3
"Bb:maj","Bb:min6",5,2
"Bb:maj","Eb:9",5,1
"Bb:maj","Eb:sus4(b7,9)",5,1
"Bb:maj/3","C:maj",5,3
"Bb:maj6","F:maj",5,2
"Bb:maj7","C:7",5,2
"Bb:maj9","A:sus4(b7,9)",5,2
"Bb:min","Ab:min11",5,1
"Bb:min","Eb:7",5,2
"Bb:min6","F:maj(9)",5,1
"Bb:min7","Ab:min7",5,2
"Bb:min7","B:maj7",5,2
"Bb:min7","C:min7",5,3
"Bb:min7","Eb:11",5,2
"Bb:min7","Eb:maj",5,2
"C#:7","F#:maj",5,2
"C#:7","F#:sus4(b7)",5,1
"C#:min(9)","E:maj",5,2
"C#:min/b7","A:maj7",5,3
"C#:min11/b3","F#:maj",5,1
"C#:min7","A:maj6",5,2
"C#:min7","B:maj",5,2
"C#:min7","D:maj7",5,1
"C#:min7/b3","E:sus4(b7,9,13)",5,1
"C#:min9","G#:min9",5,1
"C:1/1","B:min",5,2
"C:1/1","C:5",5,2
"C:5","A:min",5,1
"C:5","Ab:9",5,1
"C:5","F:maj",5,2
"C:7","C:min7",5,1
"C:7/3","Bb:maj",5,1
"C:7/5","C:7",5,2
"C:7/b7","F:maj",5,1
"C:maj","A:5",5,2
"C:maj","C#:dim",5,2
"C:maj","C:7/b7",5,1
"C:maj","D:min/b7",5,2
"C:maj","Eb:maj(9)",5,1
"C:maj","F:maj/3",5,1
"C:maj","G:sus4(b7)",5,2
"C:maj(#11)","B:maj9",5,1
"C:maj/6","D:maj/5",5,1
"C:maj13","B:min7",5,1
"C:maj7","E:min9",5,1
"C:maj7","G:sus4(b7,9)",5,1
"C:min7","C:min",5,1
"C:sus4(b7,9)","C#:9",5,1
"C:sus4(b7,9)","D:sus4(b7,9)",5,1
"C:sus4(b7,9,13)","G:min7",5,1
"Cb:maj","Bb:min",5,1
"Cb:maj/2","Db:7",5,1
"Cb:maj7","Bb:min7",5,3
"D#:dim/b5","E:maj/3",5,1
"D#:maj","E:maj",5,2
"D#:min","B:7/b7",5,1
"D:5","A:maj",5,2
"D:5","E:5",5,1
"D:7","A:maj",5,1
"D:7","C#:7",5,1
"D:7","D:sus4(b7)",5,1
"D:7","G:maj/5",5,1
"D:7(#9)","E:min",5,1
"D:7/5","D:7",5,2
"D:7/b4","G:maj",5,1
"D:maj","B:min/4",5,1
"D:maj","D:maj7",5,3
"D:maj","D:sus4(b7)",5,2
"D:maj","F#:min7",5,1
"D:maj","G#:min7",5,1
"D:maj","G:sus4",5,1
"D:maj(9)","G:maj",5,2
"D:maj/3","C:maj(9)",5,1
"D:maj/3","F:maj6",5,1
"D:maj/5","E:min",5,1
"D:maj6","A:7/3",5,1
"D:maj6","A:maj",5,2
"D:maj6(9)/5","D:min9/5",5,1
"D:maj7","G#:hdim7",5,1
"D:maj9","F:maj/2",5,1
"D:min","A:7",5,3
"D:min","C:min7",5,1
"D:min","G:5/4",5,1
"D:min/b7","F:maj/5",5,2
"D:min6","E:7",5,1
"D:min7/b7","C:maj",5,1
"D:min9/5","A:maj",5,1
"D:sus4(b7)","A:maj",5,2
"D:sus4(b7,9)","E:min",5,1
"Db:5","Bb:5",5,2
"Db:7","Gb:maj/3",5,1
"Db:maj","Ab:min7",5,1
"Db:maj","C:min",5,2
"Db:maj/3","Eb:min",5,2
"Db:maj7","Cb:maj/2",5,1
"E:1/1","F:1/1",5,3
"E:5","A:maj",5,1
"E:5","B:maj",5,1
"E:5","D:5",5,1
"E:7","D:min",5,1
"E:7/3","A:7",5,1
"E:7/3","A:min",5,2
"E:9","A:maj",5,1
"E:9/3","E:9",5,1
"E:maj","A:11",5,1
"E:maj","D:7",5,1
"E:maj","D:maj/3",5,2
"E:maj/3","D:maj",5,1
"E:maj/3","E:min/b3",5,1
"E:maj/4","A:sus2(b7)",5,1
"E:maj/5","E:maj7",5,1
"E:min/b3","B:maj/5",5,1
"E:min7","F#:sus4(b7)",5,2
"E:min7","F:maj6",5,1
"E:min9","A:sus4(b7)",5,1
"E:min9","A:sus4(b7,9)",5,1
"E:min9","F#:min7",5,2
"E:sus2","F#:5",5,1
"Eb:7","F:7",5,2
"Eb:9","E:7",5,1
"Eb:aug","Ab:maj",5,1
"Eb:maj","Ab:maj7",5,2
"Eb:maj","F:sus4(b7)",5,1
"Eb:maj/2","F:maj",5,1
"Eb:maj/4","F:min7",5,1
"Eb:maj/7","C:min7",5,1
"Eb:maj6","Eb:maj",5,2
"Eb:maj7","Bb:sus4(b7,9)",5,2
"Eb:maj7","Eb:7",5,1
"Eb:min(9)","Cb:maj",5,1
"Eb:min13","Ab:min9",5,1
"Eb:min9","Bb:maj7",5,1
"Eb:sus4(b7,9)","Bb:maj",5,1
"F#:7","B:sus4(b7,9)",5,1
"F#:maj","B:min7",5,2
"F#:maj","C#:min11/b3",5,1
"F#:maj","F#:7/3",5,1
"F#:maj","F#:maj/6",5,1
"F#:maj","G#:min(11)",5,1
"F#:maj/3","D#:dim/b5",5,1
"F#:maj/5","D#:7",5,1
"F#:maj/6","B:maj/3",5,1
"F#:maj/6","E:maj",5,1
"F#:min","B:min7",5,2
"F:1/1","Eb:1/1",5,2
"F:7","C:min7",5,2
"F:7","G:7",5,2
"F:maj(9)","Bb:min6",5,1
"F:maj(9)","C:sus4(b7,9)",5,1
"F:maj(9)","F:maj",5,3
"F:maj/2","A:min7",5,1
"F:maj/3","Eb:maj",5,2
"F:maj/3","F:maj",5,2
"F:maj/7","E:min",5,1
"F:maj7","D:min",5,1
"F:maj7","D:min7",5,2
"F:maj7","E:maj",5,1
"F:maj7","E:min",5,1
"F:maj7","G:min",5,1
"F:min","Bb:min7",5,3
"F:min","F:maj",5,2
"F:min7","G:7/3",5,1
"G#:7","C#:min9",5,1
"G#:hdim7","C#:7",5,1
"G#:maj","A:maj",5,2
"G#:min","C#:7",5,2
"G#:min7","A:maj7",5,1
"G:11","C:maj",5,3
"G:5","Bb:5",5,2
"G:7","C:maj9",5,2
"G:7","F:maj6",5,1
"G:7/3","C:min7",5,1
"G:maj","A:maj(9)",5,1
"G:maj","D:7(#9)",5,1
"G:maj","F#:7",5,1
"G:maj(9)","A:sus4(b7)",5,2
"G:maj(9)","C:maj",5,2
"G:maj/4","F:maj7",5,1
"G:maj/5","D:7",5,1
"G:maj6","D:maj",5,2
"G:maj7","Bb:9",5,1
"G:maj7","E:sus2",5,1
"G:maj7/5","D:maj",5,1
"G:min","Ab:min",5,2
"G:min/5","C:maj",5,1
"G:min7","A:sus4(b7)",5,1
"G:min7","Ab:maj(9)",5,1
"G:min7","F:maj(9)",5,2
"G:min7","F:maj/3",5,3
"G:min9","A:min7",5,2
"G:sus4(b7)","F:maj7",5,2
"Gb:(b7)","Ab:(b7)",5,1
"Gb:maj","Ab:sus2(b7)",5,1
"Gb:maj","Db:maj(9)",5,1
"Gb:maj/3","Ab:maj",5,1
"Gb:maj7","Eb:min7",5,1
"A:1/1","A:maj",4,3
"A:1/1","E:maj",4,2
"A:5","A:(#5)",4,1
"A:5","B:maj",4,1
"A:5","G:sus4",4,1
"A:7","Bb:maj",4,1
"A:7","D:maj(9)",4,1
"A:7","D:maj/5",4,2
"A:7","F:maj7",4,1
"A:7(#11)","Ab:maj7",4,1
"A:7(b9)","D:maj7",4,2
"A:dim","G:min",4,1
"A:dim/b5","A:dim/b3",4,1
"A:maj","A:5",4,2
"A:maj","A:maj6",4,2
"A:maj","Ab:1/1",4,2
"A:maj","D:min9",4,2
"A:maj","E:min/b3",4,1
